epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202121,2021-05-27,440,SE,,28,state,230636,9946.25719,1866,5004,24,0.0217,2318822,False,False
202121,2021-05-27,458,SP,,35,state,3239657,6998.71178,12782,109850,609,0.0339,46289333,False,False
202121,2021-05-27,436,TO,,17,state,176801,11117.82565,1036,2839,14,0.0161,1590248,False,False
202121,2021-05-26,436,AC,,12,state,81850,9150.67023,199,1652,3,0.0202,894470,False,False
202121,2021-05-26,445,AL,,27,state,190379,5680.33888,793,4661,18,0.0245,3351543,False,False
202121,2021-05-26,440,AM,,13,state,383980,9125.62023,600,12943,8,0.0337,4207714,False,False
202121,2021-05-26,433,AP,,16,state,111079,12889.58925,226,1673,7,0.0151,861773,False,False
202121,2021-05-26,447,BA,,29,state,995364,6666.58897,5455,20726,120,0.0208,14930634,False,False
202121,2021-05-26,437,CE,,23,state,783105,8523.96016,4661,20138,184,0.0257,9187103,False,False
202121,2021-05-26,446,DF,,53,state,400977,13124.62993,789,8537,23,0.0213,3055149,False,False
202121,2021-05-26,448,ES,,32,state,475285,11694.85528,1958,10651,36,0.0224,4064052,False,False
202121,2021-05-26,441,GO,,52,state,602426,8468.72303,2765,16864,131,28,7113540,False,False
202121,2021-05-26,433,MA,,21,state,286945,4033.18641,1107,7990,36,0.0278,7114598,False,False
202121,2021-05-26,445,MG,,31,state,1536112,7214.27744,11040,39540,364,0.0257,21292666,False,False
202121,2021-05-26,439,MS,,50,state,283302,10084.09643,1714,6627,55,0.0234,2809394,False,False
202121,2021-05-26,433,MT,,51,state,399792,11337.69305,2178,10768,31,0.0269,3526220,False,False
202121,2021-05-26,435,PA,,15,state,513477,5908.31971,1656,14419,52,0.0281,8690745,False,False
202121,2021-05-26,441,PB,,25,state,322538,7985.04287,2262,7520,36,0.0233,4039277,False,False
202121,2021-05-26,441,PE,,26,state,470063,4888.02668,2794,15524,59,33,9616621,False,False
202121,2021-05-26,434,PI,,22,state,269088,8200.20235,984,5844,16,0.0217,3281480,False,False
202121,2021-05-26,441,PR,,41,state,1073574,9321.77576,5857,25777,113,24,11516840,False,False
202121,2021-05-26,448,RJ,,33,state,852280,4907.69737,3785,49899,227,0.0585,17366189,False,False
202121,2021-05-26,441,RN,,24,state,264415,7481.68238,1635,6049,28,0.0229,3534165,False,False
202121,2021-05-26,433,RO,,11,state,227438,12660.34312,592,5675,19,25,1796460,False,False
202121,2021-05-26,432,RR,,14,state,102812,16288.82999,230,1612,0,0.0157,631181,False,False
202121,2021-05-26,443,RS,,43,state,1071333,9378.75805,5068,27756,132,0.0259,11422973,False,False
202121,2021-05-26,441,SC,,42,state,956526,13188.91053,3499,15006,60,0.0157,7252502,False,False
202121,2021-05-26,439,SE,,28,state,228770,9865.7853,1111,4980,27,0.0218,2318822,False,False
202121,2021-05-26,457,SP,,35,state,3226875,6971.0985,16671,109241,666,0.0339,46289333,False,False
202121,2021-05-26,435,TO,,17,state,175765,11052.67858,616,2825,12,0.0161,1590248,False,False
202121,2021-05-25,435,AC,,12,state,81651,9128.42242,146,1649,7,0.0202,894470,False,False
202121,2021-05-25,444,AL,,27,state,189586,5656.67813,488,4643,18,0.0245,3351543,False,False
202121,2021-05-25,439,AM,,13,state,383380,9111.36071,535,12935,10,0.0337,4207714,False,False
202121,2021-05-25,432,AP,,16,state,110853,12863.36425,199,1666,3,15,861773,False,False
202121,2021-05-25,446,BA,,29,state,989909,6630.05335,4942,20606,107,0.0208,14930634,False,False
202121,2021-05-25,436,CE,,23,state,778444,8473226,2677,19954,106,0.0256,9187103,False,False
202121,2021-05-25,445,DF,,53,state,400188,13098.80467,839,8514,31,0.0213,3055149,False,False
202121,2021-05-25,447,ES,,32,state,473327,11646.67676,1761,10615,26,0.0224,4064052,False,False
202121,2021-05-25,440,GO,,52,state,599661,8429.85349,2172,16733,94,0.0279,7113540,False,False
202121,2021-05-25,432,MA,,21,state,285838,4017.62686,1163,7954,35,0.0278,7114598,False,False
202121,2021-05-25,444,MG,,31,state,1525072,7162.4286,6347,39176,48,0.0257,21292666,False,False
202121,2021-05-25,438,MS,,50,state,281588,10023.08683,1721,6572,29,0.0233,2809394,False,False
202121,2021-05-25,432,MT,,51,state,397614,11275.9272,2338,10737,31,27,3526220,False,False
202121,2021-05-25,434,PA,,15,state,511821,5889.26496,1895,14367,63,0.0281,8690745,False,False
202121,2021-05-25,440,PB,,25,state,320276,7929.04275,2015,7484,36,0.0234,4039277,False,False
202121,2021-05-25,440,PE,,26,state,467269,4858.97281,3533,15465,72,0.0331,9616621,False,False
202121,2021-05-25,433,PI,,22,state,268104,8170.21588,1371,5828,23,0.0217,3281480,False,False
202121,2021-05-25,440,PR,,41,state,1067717,9270.9198,5316,25664,101,24,11516840,False,False
202121,2021-05-25,447,RJ,,33,state,848495,4885.90214,4053,49672,133,0.0585,17366189,False,False
202121,2021-05-25,440,RN,,24,state,262780,7435.41968,1027,6021,19,0.0229,3534165,False,False
202121,2021-05-25,432,RO,,11,state,226846,12627.38942,739,5656,20,0.0249,1796460,False,False
202121,2021-05-25,431,RR,,14,state,102582,16252.39036,293,1612,2,0.0157,631181,False,False
202121,2021-05-25,442,RS,,43,state,1066265,9334.39132,5488,27624,156,0.0259,11422973,False,False
202121,2021-05-25,440,SC,,42,state,953027,13140.66511,3662,14946,73,0.0157,7252502,False,False
202121,2021-05-25,438,SE,,28,state,227659,9817.87304,1109,4953,26,0.0218,2318822,False,False
202121,2021-05-25,456,SP,,35,state,3210204,6935.08373,17477,108575,898,0.0338,46289333,False,False
202121,2021-05-25,434,TO,,17,state,175149,11013.94248,735,2813,17,0.0161,1590248,False,False
202121,2021-05-24,434,AC,,12,state,81505,9112.0999,92,1642,7,0.0201,894470,False,False
202121,2021-05-24,443,AL,,27,state,189098,5642.11768,140,4625,18,0.0245,3351543,False,False
202121,2021-05-24,438,AM,,13,state,382845,9098.64596,358,12925,5,0.0338,4207714,False,False
202121,2021-05-24,431,AP,,16,state,110654,12840.27232,251,1663,6,15,861773,False,False
202121,2021-05-24,445,BA,,29,state,984967,6596.95362,1380,20499,71,0.0208,14930634,False,False
202121,2021-05-24,435,CE,,23,state,775767,8444.08733,2759,19848,9,0.0256,9187103,False,False
202121,2021-05-24,444,DF,,53,state,399349,13071.34284,899,8483,17,0.0212,3055149,False,False
202121,2021-05-24,446,ES,,32,state,471566,11603.34563,1492,10589,77,0.0225,4064052,False,False
202121,2021-05-24,439,GO,,52,state,597489,8399.32017,1976,16639,69,0.0278,7113540,False,False
202121,2021-05-24,431,MA,,21,state,284675,4001.28018,374,7919,23,0.0278,7114598,False,False
202121,2021-05-24,443,MG,,31,state,1518725,7132.62022,2443,39128,42,0.0258,21292666,False,False
202121,2021-05-24,437,MS,,50,state,279867,9961.82807,1815,6543,51,0.0234,2809394,False,False
202121,2021-05-24,431,MT,,51,state,395276,11209.6239,1399,10706,31,0.0271,3526220,False,False
202121,2021-05-24,433,PA,,15,state,509926,5867.46015,1200,14304,40,0.0281,8690745,False,False
202121,2021-05-24,439,PB,,25,state,318261,7879.15758,1364,7448,28,0.0234,4039277,False,False
202121,2021-05-24,439,PE,,26,state,463736,4822.23434,1368,15393,28,0.0332,9616621,False,False
202121,2021-05-24,432,PI,,22,state,266733,8128.43595,817,5805,18,0.0218,3281480,False,False
202121,2021-05-24,439,PR,,41,state,1062401,9224.76131,1718,25563,57,0.0241,11516840,False,False
202121,2021-05-24,446,RJ,,33,state,844442,4862.56369,3962,49539,24,0.0587,17366189,False,False
202121,2021-05-24,439,RN,,24,state,261753,7406.36048,1484,6002,5,0.0229,3534165,False,False
202121,2021-05-24,431,RO,,11,state,226107,12586.25296,758,5636,25,0.0249,1796460,False,False
202121,2021-05-24,430,RR,,14,state,102289,16205.96944,187,1610,8,0.0157,631181,False,False
202121,2021-05-24,441,RS,,43,state,1060777,9286.34778,787,27468,49,0.0259,11422973,False,False
202121,2021-05-24,439,SC,,42,state,949365,13090.17219,1555,14873,51,0.0157,7252502,False,False
202121,2021-05-24,437,SE,,28,state,226550,9770.04703,1293,4927,25,0.0217,2318822,False,False
202121,2021-05-24,455,SP,,35,state,3192727,6897.32773,4622,107677,63,0.0337,46289333,False,False
202121,2021-05-24,433,TO,,17,state,174414,10967.72327,987,2796,15,16,1590248,False,False
202121,2021-05-23,433,AC,,12,state,81413,9101.81448,65,1635,2,0.0201,894470,False,False
202121,2021-05-23,442,AL,,27,state,188958,5637.94049,896,4607,18,0.0244,3351543,False,False
202121,2021-05-23,437,AM,,13,state,382487,9090.13778,337,12920,5,0.0338,4207714,False,False
202121,2021-05-23,430,AP,,16,state,110403,12811.14632,374,1657,1,15,861773,False,False
202121,2021-05-23,444,BA,,29,state,983587,6587.71088,2875,20428,65,0.0208,14930634,False,False
202121,2021-05-23,434,CE,,23,state,773008,8414.0561,4914,19839,28,0.0257,9187103,False,False
202121,2021-05-23,443,DF,,53,state,398450,13041.9171,735,8466,16,0.0212,3055149,False,False
202121,2021-05-23,445,ES,,32,state,470074,11566.6335,826,10512,21,0.0224,4064052,False,False
202121,2021-05-23,438,GO,,52,state,595513,8371.54216,540,16570,32,0.0278,7113540,False,False
202121,2021-05-23,430,MA,,21,state,284301,3996.02339,159,7896,20,0.0278,7114598,False,False
202121,2021-05-23,442,MG,,31,state,1516282,7121.14678,4526,39086,208,0.0258,21292666,False,False
202121,2021-05-23,436,MS,,50,state,278052,9897.22339,1175,6492,31,0.0233,2809394,False,False
202121,2021-05-23,430,MT,,51,state,393877,11169.94969,623,10675,29,0.0271,3526220,False,False
202121,2021-05-23,432,PA,,15,state,508726,5853.65236,278,14264,31,28,8690745,False,False
202121,2021-05-23,438,PB,,25,state,316897,7845.38916,1249,7420,18,0.0234,4039277,False,False
202121,2021-05-23,438,PE,,26,state,462368,4808.00897,2089,15365,40,0.0332,9616621,False,False
202121,2021-05-23,431,PI,,22,state,265916,8103.53865,700,5787,25,0.0218,3281480,False,False
202121,2021-05-23,438,PR,,41,state,1060683,9209.84402,1180,25506,25,24,11516840,False,False
202121,2021-05-23,445,RJ,,33,state,840480,4839.74924,857,49515,77,0.0589,17366189,False,False
202121,2021-05-23,438,RN,,24,state,260269,7364.37037,2170,5997,0,23,3534165,False,False
202121,2021-05-23,430,RO,,11,state,225349,12544.05887,273,5611,7,0.0249,1796460,False,False
202121,2021-05-23,429,RR,,14,state,102102,16176.34244,83,1602,0,0.0157,631181,False,False
202121,2021-05-23,440,RS,,43,state,1059990,9279.45816,922,27419,20,0.0259,11422973,False,False
202121,2021-05-23,438,SC,,42,state,947810,13068.73132,1353,14822,33,0.0156,7252502,False,False
202121,2021-05-23,436,SE,,28,state,225257,9714.28596,1468,4902,15,0.0218,2318822,False,False
202121,2021-05-23,454,SP,,35,state,3188105,6887.34271,7510,107614,117,0.0338,46289333,False,False
202121,2021-05-23,432,TO,,17,state,173427,10905.65748,318,2781,5,16,1590248,False,False
202120,2021-05-22,432,AC,,12,state,81348,9094.54761,113,1633,1,0.0201,894470,False,False
202120,2021-05-22,441,AL,,27,state,188062,5611.20654,586,4589,18,0.0244,3351543,False,False
202120,2021-05-22,436,AM,,13,state,382150,9082.12868,515,12915,3,0.0338,4207714,False,False
202120,2021-05-22,429,AP,,16,state,110029,12767.74742,123,1656,2,0.0151,861773,False,False
202120,2021-05-22,443,BA,,29,state,980712,6568.45516,4461,20363,83,0.0208,14930634,False,False
202120,2021-05-22,433,CE,,23,state,768094,8360.56807,5741,19811,45,0.0258,9187103,False,False
202120,2021-05-22,442,DF,,53,state,397715,13017.85936,730,8450,8,0.0212,3055149,False,False
202120,2021-05-22,444,ES,,32,state,469248,11546.30895,1182,10491,29,0.0224,4064052,False,False
202120,2021-05-22,437,GO,,52,state,594973,8363951,431,16538,15,0.0278,7113540,False,False
202120,2021-05-22,429,MA,,21,state,284142,3993.78855,728,7876,24,0.0277,7114598,False,False
202120,2021-05-22,441,MG,,31,state,1511756,7099.89064,10086,38878,329,0.0257,21292666,False,False
202120,2021-05-22,435,MS,,50,state,276877,9855.39942,1662,6461,31,0.0233,2809394,False,False
202120,2021-05-22,429,MT,,51,state,393254,11152.28205,1324,10646,13,0.0271,3526220,False,False
202120,2021-05-22,431,PA,,15,state,508448,5850.45356,174,14233,21,28,8690745,False,False
202120,2021-05-22,437,PB,,25,state,315648,7814.46779,1415,7402,32,0.0235,4039277,False,False
202120,2021-05-22,437,PE,,26,state,460279,4786.28616,3589,15325,67,0.0333,9616621,False,False
202120,2021-05-22,430,PI,,22,state,265216,8082.20681,838,5762,25,0.0217,3281480,False,False
202120,2021-05-22,437,PR,,41,state,1059503,9199.59815,5376,25481,106,24,11516840,False,False
202120,2021-05-22,444,RJ,,33,state,839623,4834.81436,2122,49438,188,0.0589,17366189,False,False
202120,2021-05-22,437,RN,,24,state,258099,7302.96973,0,5997,0,0.0232,3534165,False,True
202120,2021-05-22,429,RO,,11,state,225076,12528.86232,351,5604,15,0.0249,1796460,False,False
202120,2021-05-22,428,RR,,14,state,102019,16163.19249,222,1602,0,0.0157,631181,False,False
202120,2021-05-22,439,RS,,43,state,1059068,9271.3867,4949,27399,113,0.0259,11422973,False,False
202120,2021-05-22,437,SC,,42,state,946457,13050.07568,2751,14789,47,0.0156,7252502,False,False
202120,2021-05-22,435,SE,,28,state,223789,9650.97795,1323,4887,28,0.0218,2318822,False,False
202120,2021-05-22,453,SP,,35,state,3180595,6871.11867,16736,107497,480,0.0338,46289333,False,False
202120,2021-05-22,431,TO,,17,state,173109,10885.6606,368,2776,3,16,1590248,False,False
202120,2021-05-21,431,AC,,12,state,81235,9081.91443,438,1632,0,0.0201,894470,False,False
202120,2021-05-21,440,AL,,27,state,187476,5593.72206,391,4571,17,0.0244,3351543,False,False
202120,2021-05-21,435,AM,,13,state,381635,9069.88926,599,12912,9,0.0338,4207714,False,False
202120,2021-05-21,428,AP,,16,state,109906,12753.47452,129,1654,9,15,861773,False,False
202120,2021-05-21,442,BA,,29,state,976251,6538577,4801,20280,75,0.0208,14930634,False,False
202120,2021-05-21,432,CE,,23,state,762353,8298.0783,3545,19766,98,0.0259,9187103,False,False
202120,2021-05-21,441,DF,,53,state,396985,12993.96527,898,8442,20,0.0213,3055149,False,False
202120,2021-05-21,443,ES,,32,state,468066,11517.22468,1826,10462,42,0.0224,4064052,False,False
202120,2021-05-21,436,GO,,52,state,594542,8357.89213,2613,16523,44,0.0278,7113540,False,False
202120,2021-05-21,428,MA,,21,state,283414,3983.55606,1109,7852,31,0.0277,7114598,False,False
202120,2021-05-21,440,MG,,31,state,1501670,7052.52222,9140,38549,327,0.0257,21292666,False,False
202120,2021-05-21,434,MS,,50,state,275215,9796.24076,1954,6430,48,0.0234,2809394,False,False
202120,2021-05-21,428,MT,,51,state,391930,11114.73476,1715,10633,38,0.0271,3526220,False,False
202120,2021-05-21,430,PA,,15,state,508274,5848.45143,1464,14212,34,28,8690745,False,False
202120,2021-05-21,436,PB,,25,state,314233,7779.43677,1156,7370,34,0.0235,4039277,False,False
202120,2021-05-21,436,PE,,26,state,456690,4748.96536,3969,15258,66,0.0334,9616621,False,False
202120,2021-05-21,429,PI,,22,state,264378,8056.66955,1127,5737,19,0.0217,3281480,False,False
202120,2021-05-21,436,PR,,41,state,1054127,9152.91868,7210,25375,172,0.0241,11516840,False,False
202120,2021-05-21,443,RJ,,33,state,837501,4822.59522,4487,49250,214,0.0588,17366189,False,False
202120,2021-05-21,436,RN,,24,state,258099,7302.96973,0,5997,0,0.0232,3534165,False,True
202120,2021-05-21,428,RO,,11,state,224725,12509.32389,581,5589,24,0.0249,1796460,False,False
202120,2021-05-21,427,RR,,14,state,101797,16128.02033,399,1602,8,0.0157,631181,False,False
202120,2021-05-21,438,RS,,43,state,1054119,9228.06173,4840,27286,119,0.0259,11422973,False,False
202120,2021-05-21,436,SC,,42,state,943706,13012.14395,3678,14742,63,0.0156,7252502,False,False
202120,2021-05-21,434,SE,,28,state,222466,9593.92312,924,4859,28,0.0218,2318822,False,False
202120,2021-05-21,452,SP,,35,state,3163859,6834.96347,16511,107017,580,0.0338,46289333,False,False
202120,2021-05-21,430,TO,,17,state,172741,10862.51956,1127,2773,7,0.0161,1590248,False,False
202120,2021-05-20,430,AC,,12,state,80797,9032.94688,109,1632,1,0.0202,894470,False,False
202120,2021-05-20,439,AL,,27,state,187085,5582.05579,963,4554,16,0.0243,3351543,False,False
202120,2021-05-20,434,AM,,13,state,381036,9055.6535,620,12903,10,0.0339,4207714,False,False
202120,2021-05-20,427,AP,,16,state,109777,12738.50538,152,1645,10,15,861773,False,False
202120,2021-05-20,441,BA,,29,state,971450,6506.42163,5182,20205,74,0.0208,14930634,False,False
202120,2021-05-20,431,CE,,23,state,758808,8259.49159,6054,19668,229,0.0259,9187103,False,False
202120,2021-05-20,440,DF,,53,state,396087,12964.57227,874,8422,23,0.0213,3055149,False,False
202120,2021-05-20,442,ES,,32,state,466240,11472.29415,1987,10420,49,0.0223,4064052,False,False
202120,2021-05-20,435,GO,,52,state,591929,8321.15937,2995,16479,126,0.0278,7113540,False,False
202120,2021-05-20,427,MA,,21,state,282305,3967.96839,1055,7821,32,0.0277,7114598,False,False
202120,2021-05-20,439,MG,,31,state,1492530,7009.59664,9330,38222,295,0.0256,21292666,False,False
202120,2021-05-20,433,MS,,50,state,273261,9726.68839,1942,6382,32,0.0234,2809394,False,False
202120,2021-05-20,427,MT,,51,state,390215,11066.09911,2008,10595,47,0.0272,3526220,False,False
202120,2021-05-20,429,PA,,15,state,506810,5831.60592,1571,14178,63,28,8690745,False,False
202120,2021-05-20,435,PB,,25,state,313077,7750.81778,892,7336,34,0.0234,4039277,False,False
202120,2021-05-20,435,PE,,26,state,452721,4707.69307,3188,15192,65,0.0336,9616621,False,False
202120,2021-05-20,428,PI,,22,state,263251,8022.32529,1224,5718,21,0.0217,3281480,False,False
202120,2021-05-20,435,PR,,41,state,1046917,9090.3147,7716,25203,144,0.0241,11516840,False,False
202120,2021-05-20,442,RJ,,33,state,833014,4796.75765,4731,49036,374,0.0589,17366189,False,False
202120,2021-05-20,435,RN,,24,state,258099,7302.96973,1305,5997,27,0.0232,3534165,False,False
202120,2021-05-20,427,RO,,11,state,224144,12476.98251,850,5565,20,0.0248,1796460,False,False
202120,2021-05-20,426,RR,,14,state,101398,16064.8055,394,1594,5,0.0157,631181,False,False
202120,2021-05-20,437,RS,,43,state,1049279,9185.69098,5352,27167,136,0.0259,11422973,False,False
202120,2021-05-20,435,SC,,42,state,940028,12961.43041,3205,14679,58,0.0156,7252502,False,False
202120,2021-05-20,433,SE,,28,state,221542,9554.0753,923,4831,29,0.0218,2318822,False,False
202120,2021-05-20,451,SP,,35,state,3147348,6799.29434,17936,106437,585,0.0338,46289333,False,False
202120,2021-05-20,429,TO,,17,state,171614,10791.65011,829,2766,6,0.0161,1590248,False,False
202120,2021-05-19,429,AC,,12,state,80688,9020.7609,98,1631,6,0.0202,894470,False,False
202120,2021-05-19,438,AL,,27,state,186122,5553.32275,507,4538,15,0.0244,3351543,False,False
202120,2021-05-19,433,AM,,13,state,380416,9040.91866,586,12893,14,0.0339,4207714,False,False
202120,2021-05-19,426,AP,,16,state,109625,12720.86733,146,1635,7,0.0149,861773,False,False
202120,2021-05-19,440,BA,,29,state,966268,6471.71446,5111,20131,77,0.0208,14930634,False,False
202120,2021-05-19,430,CE,,23,state,752754,8193.59487,2799,19439,93,0.0258,9187103,False,False
202120,2021-05-19,439,DF,,53,state,395213,12935.96483,990,8399,33,0.0213,3055149,False,False
202120,2021-05-19,441,ES,,32,state,464253,11423.40206,1635,10371,43,0.0223,4064052,False,False
202120,2021-05-19,434,GO,,52,state,588934,8279.05656,3347,16353,73,0.0278,7113540,False,False
202120,2021-05-19,426,MA,,21,state,281250,3953.13973,1186,7789,31,0.0277,7114598,False,False
202120,2021-05-19,438,MG,,31,state,1483200,6965.77873,10399,37927,310,0.0256,21292666,False,False
202120,2021-05-19,432,MS,,50,state,271319,9657.56316,1762,6350,40,0.0234,2809394,False,False
202120,2021-05-19,426,MT,,51,state,388207,11009.15428,1937,10548,39,0.0272,3526220,False,False
202120,2021-05-19,428,PA,,15,state,505239,5813.52922,1890,14115,35,0.0279,8690745,False,False
202120,2021-05-19,434,PB,,25,state,312185,7728.73462,830,7302,27,0.0234,4039277,False,False
202120,2021-05-19,434,PE,,26,state,449533,4674.54213,3440,15127,79,0.0337,9616621,False,False
202120,2021-05-19,427,PI,,22,state,262027,7985.02505,1215,5697,20,0.0217,3281480,False,False
202120,2021-05-19,434,PR,,41,state,1039201,9023.31716,7029,25059,202,0.0241,11516840,False,False
202120,2021-05-19,441,RJ,,33,state,828283,4769.51506,4827,48662,349,0.0588,17366189,False,False
202120,2021-05-19,434,RN,,24,state,256794,7266.04445,1590,5970,33,0.0232,3534165,False,False
202120,2021-05-19,426,RO,,11,state,223294,12429.66723,618,5545,18,0.0248,1796460,False,False
202120,2021-05-19,425,RR,,14,state,101004,16002.38283,304,1589,5,0.0157,631181,False,False
202120,2021-05-19,436,RS,,43,state,1043927,9138.83802,5883,27031,130,0.0259,11422973,False,False
202120,2021-05-19,434,SC,,42,state,936823,12917.23877,3499,14621,37,0.0156,7252502,False,False
202120,2021-05-19,432,SE,,28,state,220619,9514.27061,1012,4802,28,0.0218,2318822,False,False
202120,2021-05-19,450,SP,,35,state,3129412,6760.54675,16788,105852,747,0.0338,46289333,False,False
202120,2021-05-19,428,TO,,17,state,170785,10739.51987,835,2760,9,0.0162,1590248,False,False
202120,2021-05-18,428,AC,,12,state,80590,9009.80469,29,1625,5,0.0202,894470,False,False
202120,2021-05-18,437,AL,,27,state,185615,5538.19539,545,4523,15,0.0244,3351543,False,False
202120,2021-05-18,432,AM,,13,state,379830,9026.99185,663,12879,24,0.0339,4207714,False,False
202120,2021-05-18,425,AP,,16,state,109479,12703.92551,207,1628,6,0.0149,861773,False,False
202120,2021-05-18,439,BA,,29,state,961157,6437.48283,3890,20054,82,0.0209,14930634,False,False
202120,2021-05-18,429,CE,,23,state,749955,8163.12825,3358,19346,100,0.0258,9187103,False,False
202120,2021-05-18,438,DF,,53,state,394223,12903.56051,592,8366,21,0.0212,3055149,False,False
202120,2021-05-18,440,ES,,32,state,462618,11383.17128,1875,10328,57,0.0223,4064052,False,False
202120,2021-05-18,433,GO,,52,state,585587,8232.00544,2957,16280,49,0.0278,7113540,False,False
202120,2021-05-18,425,MA,,21,state,280064,3936.46978,979,7758,31,0.0277,7114598,False,False
202120,2021-05-18,437,MG,,31,state,1472801,6916.94032,7133,37617,60,0.0255,21292666,False,False
202120,2021-05-18,431,MS,,50,state,269557,9594.84501,1896,6310,30,0.0234,2809394,False,False
202120,2021-05-18,425,MT,,51,state,386270,10954.22294,1827,10509,45,0.0272,3526220,False,False
202120,2021-05-18,427,PA,,15,state,503349,5791.78195,1942,14080,64,28,8690745,False,False
202120,2021-05-18,433,PB,,25,state,311355,7708.18639,885,7275,27,0.0234,4039277,False,False
202120,2021-05-18,433,PE,,26,state,446093,4638.77073,3029,15048,68,0.0337,9616621,False,False
202120,2021-05-18,426,PI,,22,state,260812,7947.99907,1753,5677,121,0.0218,3281480,False,False
202120,2021-05-18,433,PR,,41,state,1032172,8962.28479,6527,24857,155,0.0241,11516840,False,False
202120,2021-05-18,440,RJ,,33,state,823456,4741.71967,5509,48313,289,0.0587,17366189,False,False
202120,2021-05-18,433,RN,,24,state,255204,7221.05504,1173,5937,23,0.0233,3534165,False,False
202120,2021-05-18,425,RO,,11,state,222676,12395.26625,805,5527,26,0.0248,1796460,False,False
202120,2021-05-18,424,RR,,14,state,100700,15954.21915,446,1584,5,0.0157,631181,False,False
202120,2021-05-18,435,RS,,43,state,1038044,9087.33655,5714,26901,177,0.0259,11422973,False,False
202120,2021-05-18,433,SC,,42,state,933324,12868.99335,3703,14584,119,0.0156,7252502,False,False
202120,2021-05-18,431,SE,,28,state,219607,9470.62776,1004,4774,28,0.0217,2318822,False,False
202120,2021-05-18,449,SP,,35,state,3112624,6724.27922,15779,105105,810,0.0338,46289333,False,False
202120,2021-05-18,427,TO,,17,state,169950,10687.01234,585,2751,14,0.0162,1590248,False,False
202120,2021-05-17,427,AC,,12,state,80561,9006.56255,162,1620,6,0.0201,894470,False,False
202120,2021-05-17,436,AL,,27,state,185070,5521.93423,676,4508,15,0.0244,3351543,False,False
202120,2021-05-17,431,AM,,13,state,379167,9011.23508,312,12855,24,0.0339,4207714,False,False
202120,2021-05-17,424,AP,,16,state,109272,12679.90527,202,1622,7,0.0148,861773,False,False
202120,2021-05-17,438,BA,,29,state,957267,6411.42901,1917,19972,78,0.0209,14930634,False,False
202120,2021-05-17,428,CE,,23,state,746597,8126.57701,2302,19246,129,0.0258,9187103,False,False
202120,2021-05-17,437,DF,,53,state,393631,12884.18339,1049,8345,28,0.0212,3055149,False,False
202120,2021-05-17,439,ES,,32,state,460743,11337.03506,1711,10271,74,0.0223,4064052,False,False
202120,2021-05-17,432,GO,,52,state,582630,8190.43683,3079,16231,133,0.0279,7113540,False,False
202120,2021-05-17,424,MA,,21,state,279085,3922.70934,359,7727,27,0.0277,7114598,False,False
202120,2021-05-17,436,MG,,31,state,1465668,6883.44052,2125,37557,49,0.0256,21292666,False,False
202120,2021-05-17,430,MS,,50,state,267661,9527.35715,1522,6280,50,0.0235,2809394,False,False
202120,2021-05-17,424,MT,,51,state,384443,10902.41108,1822,10464,44,0.0272,3526220,False,False
202120,2021-05-17,426,PA,,15,state,501407,5769.43634,2231,14016,55,28,8690745,False,False
202120,2021-05-17,432,PB,,25,state,310470,7686.27653,758,7248,29,0.0233,4039277,False,False
202120,2021-05-17,432,PE,,26,state,443064,4607.27318,701,14980,31,0.0338,9616621,False,False
202120,2021-05-17,425,PI,,22,state,259059,7894.57806,1505,5556,19,0.0214,3281480,False,False
202120,2021-05-17,432,PR,,41,state,1025645,8905.61126,2366,24702,32,0.0241,11516840,False,False
202120,2021-05-17,439,RJ,,33,state,817947,4709.99711,1932,48024,18,0.0587,17366189,False,False
202120,2021-05-17,432,RN,,24,state,254031,7187.86474,667,5914,32,0.0233,3534165,False,False
202120,2021-05-17,424,RO,,11,state,221871,12350.4559,484,5501,13,0.0248,1796460,False,False
202120,2021-05-17,423,RR,,14,state,100254,15883.55797,170,1579,8,0.0157,631181,False,False
202120,2021-05-17,434,RS,,43,state,1032330,9037.31454,450,26724,39,0.0259,11422973,False,False
202120,2021-05-17,432,SC,,42,state,929621,12817.93511,1461,14465,31,0.0156,7252502,False,False
202120,2021-05-17,430,SE,,28,state,218603,9427.32991,1100,4746,28,0.0217,2318822,False,False
202120,2021-05-17,448,SP,,35,state,3096845,6690.19145,4001,104295,76,0.0337,46289333,False,False
202120,2021-05-17,426,TO,,17,state,169365,10650.22563,534,2737,10,0.0162,1590248,False,False
202120,2021-05-16,426,AC,,12,state,80399,8988.45126,61,1614,2,0.0201,894470,False,False
202120,2021-05-16,435,AL,,27,state,184394,5501.76441,691,4493,15,0.0244,3351543,False,False
202120,2021-05-16,430,AM,,13,state,378855,9003.82013,210,12831,7,0.0339,4207714,False,False
202120,2021-05-16,423,AP,,16,state,109070,12656.46522,190,1615,1,0.0148,861773,False,False
202120,2021-05-16,437,BA,,29,state,955350,6398.58964,2554,19894,63,0.0208,14930634,False,False
202120,2021-05-16,427,CE,,23,state,744295,8101.52014,2826,19117,31,0.0257,9187103,False,False
202120,2021-05-16,436,DF,,53,state,392582,12849.84791,894,8317,19,0.0212,3055149,False,False
202120,2021-05-16,438,ES,,32,state,459032,11294.93422,711,10197,17,0.0222,4064052,False,False
